run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
attention/train_results/lowMixup015/yolov8m_cbam_neck_fullwidth_ham_univ30_lowMixup015_e100,yolov8m,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/attention/train_results/lowMixup015/yolov8m_cbam_neck_fullwidth_ham_univ30_lowMixup015_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.7062384109446282,0.6444159435789805,0.6927753381873837,0.6677211844459782,0.7062384109446282,0.4369912827067644,25985976,79.46169760000001,52222166,49.80293846130371,7.361291875713504,135.8457206810691,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5
