run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
model_scaling/yolov8m/train_results/tightScale03/yolov8m_tightScale03_ham_univ30_e100,yolov8m,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/model_scaling/yolov8m/train_results/tightScale03/yolov8m_tightScale03_ham_univ30_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.6819894370302162,0.6805830066525372,0.6878944953256011,0.6842192191122544,0.6819894370302162,0.4201785334402435,25902640,79.3204224,52043666,49.632707595825195,7.747330665006301,129.07671599934048,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.2; scale=0.3
