run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit,data_aug_effective_summary,effective_mosaic,effective_mixup,effective_close_mosaic,effective_copy_paste,effective_cutmix,effective_degrees,effective_translate,effective_scale,effective_shear,effective_fliplr,effective_flipud,effective_hsv_h,effective_hsv_s,effective_hsv_v,effective_erasing,effective_auto_augment,ultralytics_args_yaml
00_data_augmentation/yolov8m_pconv_backbone_early_ham_univ30_lowMixup015_e100,yolov8m,/root/autodl-tmp/GraduationDesign/autodl-tmp/GraduationProject/runs/detect/00_data_augmentation/yolov8m_pconv_backbone_early_ham_univ30_lowMixup015_e100/weights/best.pt,/root/autodl-tmp/GraduationDesign/autodl-tmp/My HAM10000 University.v4i.yolov8,100,640,64,0.6775381847671792,0.6553968175812621,0.6390585293589126,0.6453488778678658,0.6775381847671792,0.4213730178431279,25723731,0.0,51695352,49.30052947998047,8.857482997700572,112.89889015418973,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5,"effective (Ultralytics args.yaml): mosaic=1.0, mixup=0.15, close_mosaic=10, copy_paste=0.0, cutmix=0.0; geo deg/trans/scale/shear=0.0/0.1/0.5/0.0; fliplr/flipud=0.5/0.0; hsv_h/s/v=0.015/0.7/0.4; erasing=0.4; auto_augment=randaugment",1.0,0.15,10,0.0,0.0,0.0,0.1,0.5,0.0,0.5,0.0,0.015,0.7,0.4,0.4,randaugment,/root/autodl-tmp/GraduationDesign/autodl-tmp/GraduationProject/runs/detect/00_data_augmentation/yolov8m_pconv_backbone_early_ham_univ30_lowMixup015_e100/args.yaml

