model_name,epoch,mAP50,mAP50_95,precision_mean,recall_mean,f1_mean,params,GFLOPs,data_aug_runner_explicit
yolov8n,74,0.62091,0.37708,0.6357,0.60531,0.6201329030381543,3157200,8.8575488,runner_kw explicit: 
yolov8n,75,0.6133,0.37754,0.59876,0.65143,0.6239855170809044,3157200,8.8575488,runner_kw explicit: 
yolov8n,76,0.62882,0.38169,0.65672,0.62781,0.641939671630369,3157200,8.8575488,runner_kw explicit: 
yolov8n,77,0.63352,0.38314,0.59487,0.67092,0.6306104178413238,3157200,8.8575488,runner_kw explicit: 
yolov8n,78,0.62912,0.38425,0.61174,0.65127,0.6308863901310117,3157200,8.8575488,runner_kw explicit: 
yolov8n,79,0.61336,0.36957,0.56547,0.65985,0.6090252007633851,3157200,8.8575488,runner_kw explicit: 
yolov8n,80,0.62604,0.38194,0.64378,0.63378,0.6387408628943934,3157200,8.8575488,runner_kw explicit: 
yolov8n,81,0.64315,0.38651,0.58043,0.69085,0.6308446062231523,3157200,8.8575488,runner_kw explicit: 
yolov8n,82,0.62659,0.37647,0.58544,0.67869,0.6286256533737601,3157200,8.8575488,runner_kw explicit: 
yolov8n,83,0.61269,0.37505,0.58026,0.66521,0.6198378999087735,3157200,8.8575488,runner_kw explicit: 
yolov8n,84,0.61434,0.37908,0.61651,0.61319,0.6148455182559853,3157200,8.8575488,runner_kw explicit: 
yolov8n,85,0.61118,0.36959,0.59092,0.65107,0.6195384574750042,3157200,8.8575488,runner_kw explicit: 
yolov8n,86,0.63237,0.38433,0.60832,0.67216,0.6386485867794588,3157200,8.8575488,runner_kw explicit: 
yolov8n,87,0.60827,0.37351,0.61948,0.6126,0.6160207908572366,3157200,8.8575488,runner_kw explicit: 
yolov8n,88,0.59793,0.36274,0.53346,0.68787,0.6009041458077662,3157200,8.8575488,runner_kw explicit: 
yolov8n,89,0.60544,0.36578,0.6178,0.603,0.6103102883350177,3157200,8.8575488,runner_kw explicit: 
yolov8n,90,0.61017,0.37114,0.61542,0.6159,0.6156599064413671,3157200,8.8575488,runner_kw explicit: 
yolov8n,91,0.60964,0.37192,0.63761,0.5968,0.6165304039981719,3157200,8.8575488,runner_kw explicit: 
yolov8n,92,0.61951,0.37589,0.61814,0.61372,0.6159220703646389,3157200,8.8575488,runner_kw explicit: 
yolov8n,93,0.61549,0.37345,0.57034,0.67286,0.6173728642208676,3157200,8.8575488,runner_kw explicit: 
yolov8n,94,0.61037,0.3699,0.63998,0.59286,0.6155195204563322,3157200,8.8575488,runner_kw explicit: 
yolov8n,95,0.60723,0.3696,0.62222,0.61548,0.6188316483795597,3157200,8.8575488,runner_kw explicit: 
yolov8n,96,0.60979,0.36758,0.64285,0.60528,0.6234995521294868,3157200,8.8575488,runner_kw explicit: 
yolov8n,97,0.5991,0.36822,0.6431,0.59286,0.6169589080547777,3157200,8.8575488,runner_kw explicit: 
yolov8n,98,0.60129,0.365,0.60107,0.62511,0.6128543406346435,3157200,8.8575488,runner_kw explicit: 
yolov8n,99,0.6007,0.36391,0.61193,0.61205,0.6119899941170508,3157200,8.8575488,runner_kw explicit: 
yolov8n,100,0.60055,0.36375,0.587,0.63019,0.6078287366798873,3157200,8.8575488,runner_kw explicit: 
yolov8n,100,0.6518857317892743,0.3981418097922879,0.6692203886282667,0.6096598478177426,0.6380531791172849,3157200,8.8575488,runner_kw explicit: 
