run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
model_scaling/yolov8n/train_results/yolov8n_default_aug_ham_univ30_e100,yolov8n,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/model_scaling/yolov8n/train_results/yolov8n_default_aug_ham_univ30_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.6506662203306943,0.6760662029653853,0.6032557820714419,0.6375890522820876,0.6506662203306943,0.3982392042816187,3157200,8.8575488,6258410,5.968484878540039,5.8428282383829355,171.14999092918066,runner_kw explicit: 
