run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
model_scaling/yolov8l/train_results/yolov8l_default_aug_ham_univ30_e100,yolov8l,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/model_scaling/yolov8l/train_results/yolov8l_default_aug_ham_univ30_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.673217502344816,0.6492629282421333,0.7226120088084108,0.6839766164548737,0.673217502344816,0.4170239861775504,43691520,165.742848,87665210,83.60405921936035,9.526343297329731,104.97207257692504,runner_kw explicit: 
