run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
model_scaling/yolov8m/train_results/yolov8m_default_aug_ham_univ30_e100,yolov8m,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/model_scaling/yolov8m/train_results/yolov8m_default_aug_ham_univ30_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.678578157110957,0.6559139109351165,0.6721119746337971,0.6639141580876503,0.678578157110957,0.4253137857427034,25902640,79.3204224,52043666,49.632707595825195,7.761355975526385,128.84346538842766,runner_kw explicit: 
