run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
model_scaling/yolov8s/train_results/yolov8s_default_aug_ham_univ30_e100,yolov8s,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/model_scaling/yolov8s/train_results/yolov8s_default_aug_ham_univ30_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.6590665053733726,0.6365304242766864,0.6627268665826357,0.6493645508597803,0.6590665053733726,0.4089229626521844,11166560,28.816844800000002,22529706,21.48600196838379,6.469167774775997,154.5793886965045,runner_kw explicit: 
