run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
attention_ablation__CBAM_P5_e100,yolov8m,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/runs/detect/attention_ablation__CBAM_P5_e100/weights/best.pt,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/dataset,100,640,64,0.6769921228251102,0.7298730843398713,0.6365370906414418,0.6800173156632283,0.6769921228251102,0.4159248414577612,25944210,79.38777759999999,52130243,49.7152738571167,7.4874103724141605,133.55752526725348,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5
