run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
lightweight/train_results/lowMixup015/yolov8m_mobilenetv3_backbone_ham_univ30_lowMixup015_e100,yolov8m,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/runs/detect/lightweight/train_results/lowMixup015/yolov8m_mobilenetv3_backbone_ham_univ30_lowMixup015_e100/weights/best.pt,/root/autodl-tmp/ExperimentCatalog_HAM_YOLOv8/dataset,100,640,64,0.5938630112062127,0.557616749565412,0.5972140265640565,0.5767365248151264,0.5938630112062127,0.38134728591733147,43226133,98.17374720000001,86902038,82.87624168395996,8.119196852203459,123.16489157774409,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5
