model_name,epoch,mAP50,mAP50_95,precision_mean,recall_mean,f1_mean,params,GFLOPs,data_aug_runner_explicit
yolov8m,41,0.6513,0.39324,0.6879,0.63514,0.6604680221303509,25902640,79.3204224,runner_kw explicit: 
yolov8m,42,0.6058,0.36662,0.62202,0.58935,0.6052444537997431,25902640,79.3204224,runner_kw explicit: 
yolov8m,43,0.65372,0.3946,0.63049,0.6441,0.6372223365940128,25902640,79.3204224,runner_kw explicit: 
yolov8m,44,0.653,0.39821,0.67343,0.61455,0.6426441505297886,25902640,79.3204224,runner_kw explicit: 
yolov8m,45,0.61434,0.37613,0.6117,0.62691,0.6192116114026052,25902640,79.3204224,runner_kw explicit: 
yolov8m,46,0.60651,0.38552,0.56992,0.61385,0.5910698733701722,25902640,79.3204224,runner_kw explicit: 
yolov8m,47,0.62976,0.4065,0.64542,0.61141,0.6279548422613815,25902640,79.3204224,runner_kw explicit: 
yolov8m,48,0.5998,0.37719,0.62448,0.59212,0.6078696327465001,25902640,79.3204224,runner_kw explicit: 
yolov8m,49,0.6127,0.36321,0.63537,0.60637,0.6205313622814593,25902640,79.3204224,runner_kw explicit: 
yolov8m,50,0.57714,0.35668,0.60973,0.59344,0.6014747229397329,25902640,79.3204224,runner_kw explicit: 
yolov8m,51,0.64272,0.39841,0.64263,0.6742,0.6580365666026305,25902640,79.3204224,runner_kw explicit: 
yolov8m,52,0.58612,0.37037,0.58182,0.6265,0.6033339347187803,25902640,79.3204224,runner_kw explicit: 
yolov8m,53,0.60518,0.38888,0.60248,0.6488,0.6247826609546826,25902640,79.3204224,runner_kw explicit: 
yolov8m,54,0.62255,0.38529,0.58354,0.67054,0.6240222499357104,25902640,79.3204224,runner_kw explicit: 
yolov8m,55,0.62804,0.39027,0.64106,0.6497,0.6453510830823348,25902640,79.3204224,runner_kw explicit: 
yolov8m,56,0.65084,0.4093,0.69586,0.63,0.6612942542948265,25902640,79.3204224,runner_kw explicit: 
yolov8m,57,0.64946,0.40398,0.66302,0.62179,0.6417434574757033,25902640,79.3204224,runner_kw explicit: 
yolov8m,58,0.64358,0.40539,0.68911,0.63992,0.6636046909395096,25902640,79.3204224,runner_kw explicit: 
yolov8m,59,0.67864,0.42672,0.65485,0.67375,0.6641655690195211,25902640,79.3204224,runner_kw explicit: 
yolov8m,60,0.66271,0.40974,0.6583,0.67769,0.6678542908250302,25902640,79.3204224,runner_kw explicit: 
yolov8m,61,0.63476,0.39402,0.6117,0.65571,0.632940890476931,25902640,79.3204224,runner_kw explicit: 
yolov8m,62,0.63945,0.38744,0.65403,0.65548,0.654754197218307,25902640,79.3204224,runner_kw explicit: 
yolov8m,63,0.639,0.39498,0.61991,0.64962,0.6344173579193603,25902640,79.3204224,runner_kw explicit: 
yolov8m,64,0.62066,0.37772,0.66051,0.6275,0.6435819985864678,25902640,79.3204224,runner_kw explicit: 
yolov8m,65,0.64915,0.41017,0.67625,0.65297,0.6644061366811631,25902640,79.3204224,runner_kw explicit: 
yolov8m,66,0.61365,0.37209,0.68601,0.58487,0.6314155053186521,25902640,79.3204224,runner_kw explicit: 
yolov8m,67,0.65862,0.40963,0.67168,0.63638,0.6535536877508267,25902640,79.3204224,runner_kw explicit: 
yolov8m,68,0.66269,0.40812,0.69928,0.63393,0.6650033684110792,25902640,79.3204224,runner_kw explicit: 
yolov8m,69,0.61395,0.38213,0.64307,0.61566,0.6290665610570741,25902640,79.3204224,runner_kw explicit: 
yolov8m,70,0.63443,0.39537,0.63985,0.63429,0.6370578688365195,25902640,79.3204224,runner_kw explicit: 
yolov8m,71,0.62791,0.3931,0.6399,0.68778,0.6629766540125158,25902640,79.3204224,runner_kw explicit: 
yolov8m,72,0.63652,0.39014,0.61329,0.69658,0.6522869417570809,25902640,79.3204224,runner_kw explicit: 
yolov8m,73,0.64627,0.39542,0.67532,0.66608,0.6706681759350896,25902640,79.3204224,runner_kw explicit: 
yolov8m,74,0.65804,0.40704,0.70088,0.66824,0.6841709290634245,25902640,79.3204224,runner_kw explicit: 
yolov8m,75,0.62327,0.38867,0.68647,0.62154,0.652393427878493,25902640,79.3204224,runner_kw explicit: 
yolov8m,76,0.65813,0.40061,0.64757,0.69387,0.6699209743255978,25902640,79.3204224,runner_kw explicit: 
yolov8m,77,0.63001,0.38945,0.61721,0.66006,0.6379162316498171,25902640,79.3204224,runner_kw explicit: 
yolov8m,78,0.63054,0.38608,0.65142,0.62511,0.6379938680637054,25902640,79.3204224,runner_kw explicit: 
yolov8m,79,0.65418,0.40216,0.64144,0.65215,0.6467506644294971,25902640,79.3204224,runner_kw explicit: 
yolov8m,80,0.65189,0.40164,0.67592,0.62016,0.6468405456448315,25902640,79.3204224,runner_kw explicit: 
yolov8m,81,0.63718,0.39861,0.58482,0.68285,0.6300446283333754,25902640,79.3204224,runner_kw explicit: 
yolov8m,82,0.65009,0.40685,0.72324,0.61139,0.6626281495240908,25902640,79.3204224,runner_kw explicit: 
yolov8m,83,0.64861,0.40541,0.65843,0.66377,0.6610892166081823,25902640,79.3204224,runner_kw explicit: 
yolov8m,84,0.64192,0.3941,0.68807,0.64714,0.666977658644957,25902640,79.3204224,runner_kw explicit: 
yolov8m,85,0.64012,0.39179,0.66411,0.65802,0.6610509741094589,25902640,79.3204224,runner_kw explicit: 
yolov8m,86,0.61908,0.38293,0.69004,0.59993,0.6418377128145292,25902640,79.3204224,runner_kw explicit: 
yolov8m,87,0.6386,0.39956,0.67747,0.63972,0.6580540520345143,25902640,79.3204224,runner_kw explicit: 
yolov8m,88,0.67236,0.41717,0.682,0.66441,0.673090098854975,25902640,79.3204224,runner_kw explicit: 
yolov8m,89,0.64471,0.40382,0.65134,0.64485,0.6480787523429064,25902640,79.3204224,runner_kw explicit: 
yolov8m,90,0.65956,0.41325,0.64946,0.68002,0.6643887673371058,25902640,79.3204224,runner_kw explicit: 
yolov8m,91,0.64986,0.40268,0.65346,0.66348,0.658431881178597,25902640,79.3204224,runner_kw explicit: 
yolov8m,92,0.64481,0.40477,0.62901,0.68595,0.6562472006748066,25902640,79.3204224,runner_kw explicit: 
yolov8m,93,0.65187,0.40953,0.71325,0.63191,0.6701207402831856,25902640,79.3204224,runner_kw explicit: 
yolov8m,94,0.64126,0.39734,0.72124,0.60821,0.6599200878553838,25902640,79.3204224,runner_kw explicit: 
yolov8m,95,0.63606,0.39547,0.66577,0.63698,0.6510568790630196,25902640,79.3204224,runner_kw explicit: 
yolov8m,96,0.64531,0.40151,0.68512,0.63923,0.6613799337028267,25902640,79.3204224,runner_kw explicit: 
yolov8m,97,0.63804,0.39618,0.68963,0.64775,0.6680342647559646,25902640,79.3204224,runner_kw explicit: 
yolov8m,98,0.64134,0.39977,0.69511,0.64632,0.669827714006195,25902640,79.3204224,runner_kw explicit: 
yolov8m,99,0.63951,0.3981,0.67818,0.63583,0.656322538488553,25902640,79.3204224,runner_kw explicit: 
yolov8m,100,0.64142,0.39665,0.67063,0.64426,0.6571805760172659,25902640,79.3204224,runner_kw explicit: 
yolov8m,100,0.6797833000194805,0.4270224392616445,0.6561523607943843,0.6747550503714886,0.6653236965162165,25902640,79.3204224,runner_kw explicit: 
