run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
combination/train_results/scheme5_eca_p4_width0664_lowMixup015/scheme5_eca_p4_width0664_lowMixup015_e100,yolov8m,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/runs/detect/combination/train_results/scheme5_eca_p4_width0664_lowMixup015/scheme5_eca_p4_width0664_lowMixup015_e100/weights/best.pt,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/dataset,100,640,64,0.6847420332143014,0.6111225257909197,0.7180305906975268,0.6602770782965737,0.6847420332143014,0.4324145789667752,20923178,65.7371648,42094536,40.14447784423828,7.307428796775639,136.84703988374739,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5
