run_name,model_name,weights_best,dataset_root,epochs,imgsz,batch,accuracy_mAP50,precision_mean,recall_mean,f1_mean,mAP50,mAP50_95,params,GFLOPs,model_size_bytes,model_size_mb,latency_ms_per_img,fps,data_aug_runner_explicit
attention_ablation__EMA_P3_e100,yolov8m,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/runs/detect/attention_ablation__EMA_P3_e100/weights/best.pt,/root/autodl-tmp/GraduationProject/SkinSystem/Experiment/dataset,100,640,64,0.7108590519736296,0.6314729028319631,0.7310362529933213,0.677616855313008,0.7108590519736296,0.4302579282981839,25903024,79.4727424,52048564,49.63737869262695,8.180554752470925,122.24109858783739,runner_kw explicit: mosaic=1.0; close_mosaic=10; mixup=0.15; scale=0.5
